Id,WnvPresent
1,0.34605066682177243
2,0.1832615694217919
3,0.42231514418479227
4,0.03416590727141438
5,0.017355704501487913
6,0.10094537136816127
7,0.11592377889552663
8,0.11592377889552663
9,0.04703054699174407
10,0.02049743180545679
11,0.06382738706844346
12,0.0032882548049364313
13,0.0016445102367676657
14,0.010362910636463692
15,0.012081185087407135
16,0.012081185087407135
17,0.09986082941524256
18,0.04492773875093054
19,0.13289463933270518
20,0.007361586557305238
21,0.003689187023932229
22,0.022997773946841337
23,0.026754398333185943
24,0.026754398333185943
25,0.2420029912381463
26,0.11923556958902048
27,0.30606913232935784
28,0.02089664751717537
29,0.01054387153119325
30,0.06344416088816035
31,0.07331183497996317
32,0.07331183497996317
33,0.019437674490340916
34,0.008335405474582926
35,0.02665543616920276
36,0.0013233929488107588
37,0.0006611989765118349
38,0.004188427578826916
39,0.004887967511720336
40,0.004887967511720336
41,0.140729612147196
42,0.06493659705383593
43,0.1845115452542206
44,0.01082982640573026
45,0.0054367376809491275
46,0.03358340776759271
47,0.03900014300755565
48,0.03900014300755565
49,0.021144372285510853
50,0.009076307229847216
51,0.02897715125335703
52,0.0014419304648565399
53,0.0007204659630492232
54,0.004562416489374279
55,0.005324085091286024
56,0.005324085091286024
57,0.046959366899985124
58,0.020465546817107962
59,0.06373248534108202
60,0.003283050000649541
61,0.00164190294266587
62,0.010346623979095299
63,0.012062230854047866
64,0.012062230854047866
65,0.2075470655756085
66,0.09995409697685316
67,0.26568884864323955
68,0.017206799568974494
69,0.008665896289139554
70,0.05264539972512471
71,0.06094279916511208
72,0.06094279916511208
73,0.3918733984227871
74,0.2146022440466971
75,0.47096364446167516
76,0.0412981123681655
77,0.021055244391792006
78,0.12028184381113409
79,0.13769000973011206
80,0.13769000973011206
81,0.03875974727887921
82,0.016810439477048817
83,0.052766250500715976
84,0.0026882815231810435
85,0.0013440493113083647
86,0.008483085703698134
87,0.00989278214716021
88,0.00989278214716021
89,0.088672015145354
90,0.039622920162430644
91,0.11849180362137321
92,0.0064623583164016545
93,0.003237084706417562
94,0.020227483892722827
95,0.02354249307338437
96,0.02354249307338437
97,0.3296355209486024
98,0.17253113949755117
99,0.4045201526481494
100,0.03182523409100133
101,0.016147427985960236
102,0.09447722483725385
103,0.10861182472865007
104,0.10861182472865007
105,0.048280832997309765
106,0.02105793354631361
107,0.0654935209923577
108,0.0033797958097313368
109,0.0016903690030174335
110,0.010649297137999156
111,0.012414461658285221
112,0.012414461658285221
113,0.25829613225811365
114,0.128666268859509
115,0.3248271962491443
116,0.022750331458473355
117,0.011489966485303477
118,0.0688068788327163
119,0.07943788763335895
120,0.07943788763335895
121,0.034904501852462
122,0.015104081255425797
123,0.04758681489346225
124,0.0024118886655559555
125,0.0012056952015867249
126,0.0076154555228943165
127,0.00888226311414211
128,0.00888226311414211
129,0.03941836710208948
130,0.017102724647678324
131,0.05364959028809802
132,0.002735706224006636
133,0.0013677925716369908
134,0.00863185331790631
135,0.010066020585468136
136,0.010066020585468136
137,0.0953705680999906
138,0.042790133729925774
139,0.12712878898012625
140,0.00699823487346746
141,0.0035064565858924377
142,0.021879665773444454
143,0.025458409376564503
144,0.025458409376564503
145,0.2203063965346499
146,0.10699200007978933
147,0.28075619564209997
148,0.018538359640832273
149,0.009342795835650845
150,0.05656156782240879
151,0.06543355986544336
152,0.06543355986544336
153,0.24501967065426494
154,0.12096611991821847
155,0.30955827997764546
156,0.021234345236825224
157,0.01071609559728441
158,0.06442420004247117
159,0.07443218860086974
160,0.07443218860086974
161,0.20320294635936156
162,0.09758466368874322
163,0.2605278640931365
164,0.016762377101500473
165,0.008440176400693663
166,0.051333467422770826
167,0.059437067181260655
168,0.059437067181260655
169,0.04245478711246377
170,0.01845318005970397
171,0.057716382431895086
172,0.0029551322241083435
173,0.0014776632866490814
174,0.00931977891547156
175,0.01086699092674485
176,0.01086699092674485
177,0.03820850076501559
178,0.016565979210737464
179,0.05202658326977667
180,0.0026486348346839808
181,0.0013242009931248538
182,0.008358693704303054
183,0.009747922243266002
184,0.009747922243266002
185,0.2583757730283242
186,0.12871287677100293
187,0.3249183642259995
188,0.022759574667881362
189,0.011494688544300975
190,0.06883351629412439
191,0.07946828948816441
192,0.07946828948816441
193,0.13004692899229653
194,0.05960818998897351
195,0.17116744243551843
196,0.009894200731209347
197,0.004964700836918526
198,0.03074311775074225
199,0.03571866884179628
200,0.03571866884179628
201,0.18386190097801838
202,0.08719634579971018
203,0.2373559254209745
204,0.014836492707273097
205,0.007463199190914277
206,0.0456198879531766
207,0.05287179961105432
208,0.05287179961105432
209,0.19191840592645695
210,0.09149197484531264
211,0.24704690587533337
212,0.015628428601339155
213,0.007864708527414839
214,0.04797494975021803
215,0.055579429180127475
216,0.055579429180127475
217,0.2175997086332225
218,0.1054891384523599
219,0.27757121746714314
220,0.018252565612888336
221,0.009197435454941689
222,0.055722874897336044
223,0.06447230341060718
224,0.06447230341060718
225,0.03768700695861923
226,0.016334859385116182
227,0.05132655616313423
228,0.0026111669309114415
229,0.0013054441649581615
230,0.008241118073358875
231,0.009610994744571692
232,0.009610994744571692
233,0.17938364644983124
234,0.08482782090150297
235,0.231945028722827
236,0.014402474736644353
237,0.007243289319517223
238,0.044325868202265896
239,0.05138315240539968
240,0.05138315240539968
241,0.04077913699413962
242,0.017707332316943047
243,0.05547326807940023
244,0.002833882016984339
245,0.0014169480444145655
246,0.008939726290892049
247,0.010424508229014025
248,0.010424508229014025
249,0.1342155989519141
250,0.06167902269353145
251,0.1763869799098641
252,0.010256769934056746
253,0.0051475695480995105
254,0.03184511473150152
255,0.036992209225235245
256,0.036992209225235245
257,0.05089232158043077
258,0.022231343458038955
259,0.06896856711301784
260,0.0035717220683708886
261,0.001786530858817955
262,0.011249372239628562
263,0.013112683369676938
